GBE subset- total dv/dt, CSL3 dv/dt, GBE- total dv/dt, CSL3 dv/dt, non-GBE- total dv/dt, CSL3 dv/dt
0.00878801311472321,0.00558569474232135,0.0303988610072596,0.023796457457949,0.0222846481573586,0.0172814907595193
0.00879514692932704,0.00559104450884174,0.0304171724358597,0.0238124258540191,0.0222892900716347,0.0172900612206461
0.00880197101160429,0.00559616200199137,0.0304345977425857,0.0238276212007476,0.0222930080454142,0.0172981887234533
0.008808498809599,0.00560105730668337,0.0304511789457296,0.0238420801316681,0.022295824311285,0.0173058959173535
0.00881474318744457,0.00560574006994946,0.0304669560007418,0.0238558374804021,0.0222977623352569,0.0173132040854767
0.00882071645073623,0.00561021951996254,0.0304819668964074,0.0238689263645626,0.0222988472025849,0.017320133185315
0.00882643037076347,0.00561450448421308,0.0304962477463699,0.0238813782655087,0.0222991059690782,0.0173267018848031
0.00883189620772507,0.00561860340691545,0.0305098328759903,0.0238932231041211,0.0222985679652987,0.0173329275942218
0.00883712473291187,0.00562252436564487,0.0305227549049101,0.0239044893127847,0.022297265040939,0.0173388264944714
0.00884212624993685,0.00562627508725655,0.0305350448255139,0.0239152039037769,0.0222952317370377,0.0173444135622627
0.00884691061504095,0.00562986296311591,0.0305467320773811,0.0239253925342369,0.0222925053750207,0.0173497025928955
0.0088514872565183,0.00563329506366289,0.0305578446180474,0.0239350795678295,0.0222891260533569,0.0173547062212345
0.00885586519329706,0.00563657815234919,0.0305684089901539,0.0239442881333209,0.0222851365455705,0.0173594359416913
0.00886005305271331,0.00563971869896457,0.030578450385188,0.0239530401801651,0.022280582096688,0.0173639021278744
0.00886405908751575,0.00564272289239026,0.0305879927039672,0.0239613565312702,0.0222755101192034,0.0173681140527007
0.00886789119212683,0.00564559665279279,0.0305970586140627,0.0239692569330692,0.0222699697940354,0.0173720799096415
0.00887155691820141,0.00564834564329392,0.0306056696042369,0.0239767601030061,0.0222640115863229,0.0173758068358258
0.00887506348951261,0.00565097528113034,0.0306138460360792,0.0239838837746271,0.0222576866900348,0.0173793009375489
0.00887841781618626,0.00565349074833071,0.0306216071929701,0.0239906447402749,0.0222510464190346,0.0173825673187202
0.00888162650831659,0.00565589700192559,0.0306289713265251,0.0239970588916543,0.0222441415651216,0.0173856101126835
0.00888469588899732,0.00565819878372031,0.0306359557005669,0.0240031412582127,0.0222370217451551,0.0173884325176474
0.00888763200678011,0.00566040062963713,0.0306425766328307,0.0240089060436084,0.0222297347601419,0.0173910368359067
0.00889044064759681,0.00566250687865633,0.030648849534491,0.0240143666602153,0.0222223259883698,0.017393424516932
0.00889312734616088,0.00566452168136566,0.0306547945200006,0.0240195357618722,0.022214837832923,0.0173955962042009
0.00889569739687512,0.00566644900814117,0.0306604388003868,0.0240244251263673,0.0222073092409301,0.017397551785669
0.00889815586426557,0.005668292656972,0.0306657742806657,0.0240290454760772,0.0221997753083252,0.017399290447609
0.00890050759296446,0.00567005626094608,0.0306708132310902,0.0240334074319706,0.0221922669795411,0.017400810731542
0.00890275721725231,0.00567174329540543,0.0306755671759316,0.0240375209667807,0.0221848108473424,0.0174021105939353
0.00890490917019904,0.00567335708480321,0.0306800469225115,0.0240413954304461,0.022177429053408,0.0174031874684082
0.00890696769239363,0.00567490080924882,0.0306842625888462,0.0240450395742871,0.0221701392865064,0.0174040383300536
0.00890893684030036,0.0056763775107741,0.0306882236297614,0.0240484615739573,0.0221629548716034,0.0174046597617541
0.00891082049426373,0.00567779009933778,0.0306919388617826,0.0240516690513486,0.0221558849404473,0.0174050480221435
0.00891262236614077,0.00567914135854808,0.0306954164867856,0.0240546690954493,0.0221489346724102,0.0174051991152167
0.00891434600662788,0.00568043395115803,0.0306986641145053,0.0240574682822428,0.0221421055930753,0.0174051088613505
0.0089159948122508,0.00568167042430734,0.0307016887840019,0.0240600726938167,0.0221353959177,0.0174047729698215
0.00891757203206367,0.00568285321454454,0.0307044969842498,0.0240624879366629,0.0221288009269163,0.0174041871127222
0.00891908077404657,0.00568398465262832,0.030707094673772,0.0240647191592984,0.0221223133628232,0.0174033470003698
0.00892052401123822,0.00568506696812199,0.0307094872995997,0.0240667710693185,0.0221159238345434,0.0174022484581584
0.00892190458758324,0.00568610229378319,0.0307116798155254,0.024068647949913,0.0221096212239957,0.0174008875048772
0.00892322522354982,0.0056870926697733,0.0307136766998011,0.0240703536759952,0.0221033930839369,0.0173992604325175
0.00892448852148275,0.00568804004767165,0.0307154819723254,0.024071891729943,0.0220972260217254,0.0173973638873166
0.00892569697073053,0.0056889462943267,0.0307170992114933,0.0240732652171691,0.0220911060641251,0.0173951949519875
0.00892685295256013,0.00568981319553208,0.030718531570721,0.0240744768814745,0.0220850189992423,0.0173927512287588
0.00892795874484054,0.00569064245954465,0.0307197817947809,0.0240755291203976,0.0220789506932957,0.0173900309227868
0.00892901652653566,0.00569143572045672,0.030720852236104,0.0240764240005471,0.0220728873805549,0.0173870329254511
0.00893002838199886,0.00569219454141034,0.0307217448709571,0.0240771632730867,0.0220668159258333,0.0173837568967876
0.00893099630507832,0.00569292041767788,0.0307224613158601,0.0240777483894159,0.0220607240591915,0.0173802033462565
0.00893193527619007,0.00569362785275596,0.0307230028441485,0.0240781805172263,0.0220546005832518,0.0173763737108934
0.00893283538365419,0.00569430650974267,0.0307233704027814,0.0240784605568445,0.0220484355534771,0.0173722704297323
0.00893369627008811,0.00569495559697641,0.0307235646296586,0.0240785891581976,0.0220422204322168,0.0173678970133762
0.00893451964428471,0.00569557640287921,0.0307235858712724,0.0240785667382353,0.0220359482171868,0.0173632581073639
0.00893530714057822,0.00569617015973467,0.030723434201088,0.0240783934991136,0.0220296135451123,0.0173583595481355
0.00893606032208072,0.00569673804613102,0.0307231094384894,0.0240780694470897,0.0220232127713129,0.0173532084101673
0.00893678068378345,0.00569728118930168,0.0307226111684527,0.0240775944121925,0.0220167440258239,0.0173478130430169
0.00893746965553222,0.00569780066736736,0.0307219387621118,0.0240769680688273,0.022010207246776,0.017342183097059
0.00893812860485532,0.00569829751146755,0.0307210913981062,0.0240761899573148,0.0220036041914864,0.0173363295366906
0.00893875883969009,0.00569877270781727,0.0307200680849489,0.0240752595063927,0.0219969384260223,0.017330264640079
0.00893936161097009,0.00569922719965676,0.0307188676842616,0.0240741760567311,0.0219902152937999,0.0173240019846057
0.00893993811511207,0.00569966188913007,0.030717488935089,0.0240729388855305,0.0219834418638993,0.0173175564173977
0.00894048949639026,0.00570007763907099,0.0307159304791718,0.0240715472321136,0.021976626859908,0.0173109440105885
0.00894101684920812,0.00570047527471873,0.0307141908872595,0.0240700003245666,0.0219697805703598,0.0173041820012481
0.00894152122027525,0.00570085558535682,0.0307122686863224,0.0240682974073394,0.0219629147416116,0.0172972887161174
0.00894200361067021,0.00570121932587597,0.0307101623877744,0.0240664377698243,0.0219560424547334,0.0172902834817017
0.00894246497785156,0.00570156721827675,0.0307078705164887,0.0240644207757099,0.0219491779875964,0.0172831865204341
0.00894290623753458,0.00570189995310089,0.0307053916405762,0.0240622458931354,0.0219423366639933,0.0172760188339471
0.00894332826552846,0.00570221819080241,0.030702724401797,0.0240599127253618,0.0219355346914343,0.0172688020747889
0.00894373189945896,0.00570252256305892,0.0306998675464074,0.0240574210419382,0.0219287889897322,0.0172615584080584
0.0089441179404437,0.00570281367402514,0.0306968199564013,0.024054770810062,0.0219221170122674,0.0172543103646543
0.00894448715467711,0.00570309210153275,0.030693580680671,0.0240519622259141,0.021915536562318,0.0172470806880618
0.00894484027494791,0.00570335839823521,0.0306901489661566,0.024048995745805,0.02190906560649,0.017239892176558
0.00894517800210237,0.00570361309270973,0.0306865242884804,0.0240458721166905,0.0219027220876509,0.0172327675229664
0.0089455010064281,0.00570385669050122,0.0306827063818931,0.0240425924059404,0.0218965632143266,0.0172257686287454
0.00894580992898808,0.00570408967512881,0.0306786952682128,0.0240391580297872,0.021890578544201,0.0172188901666974
0.00894610538289475,0.00570431250904513,0.0306744912843238,0.0240355707803661,0.0218847711903813,0.017212140033275
0.00894638795451952,0.00570452563455226,0.0306700951081025,0.0240318328507687,0.0218791572650221,0.0172055389705634
0.00894665820467022,0.00570472947468548,0.030665507782091,0.0240279468577835,0.021873751980324,0.0171991068400232
0.0089469166696905,0.00570492443404436,0.0306607307349367,0.0240239158620161,0.0218685695029026,0.017192862489591
0.00894716386253269,0.00570511089960535,0.0306557657998878,0.024019743384923,0.0218636228212734,0.0171868236314703
0.00894740027377816,0.00570528924148006,0.0306506152302877,0.0240154334224205,0.0218589236275264,0.0171810067318172
0.00894762637260071,0.00570545981366199,0.030645281711517,0.0240109904546557,0.0218544822145827,0.0171754269136928
0.00894784260770831,0.00570562295471255,0.0306397683692321,0.0240064194517822,0.0218503073895011,0.0171700978739597
0.00894804940823146,0.00570577898845381,0.0306340787735913,0.0240017258752401,0.0218464064038462,0.0171650318151504
0.00894824718457365,0.00570592822459359,0.0306282169392524,0.0239969156744322,0.0218427849012013,0.0171602393926751
0.00894843632922404,0.00570607095934739,0.0306221873209074,0.0239919952786112,0.0218394468821321,0.0171557296777447
0.0089486172175437,0.00570620747602835,0.0306159948044451,0.0239869715837435,0.0218363946865465,0.017151510136078
0.00894879020850414,0.00570633804560672,0.0306096446934072,0.0239818519344044,0.0218336289929768,0.0171475866223121
0.00894895564540321,0.00570646292724641,0.0306031426910778,0.0239766441006997,0.0218311488344889,0.0171439633897701
0.00894911385654518,0.00570658236882393,0.0305964948780506,0.0239713562501764,0.0218289516302557,0.0171406431149985
0.00894926515589645,0.00570669660741463,0.0305897076856585,0.0239659969151371,0.02182703323205,0.0171376269364578
0.00894940984370463,0.0057068058697709,0.0305827878653728,0.0239605749553755,0.0218253879844519,0.0171349145063266
0.00894954820709737,0.00570691037276283,0.0305757424545972,0.0239550995167579,0.0218240087975548,0.0171325040544756
0.00894968052065215,0.00570701032381771,0.0305685787392393,0.0239495799861449,0.0218228872307651,0.0171303924633319
0.00894980704693871,0.00570710592132484,0.0305613042134443,0.0239440259429626,0.0218220135862701,0.0171285753523094
0.00894992803704886,0.00570719735503478,0.0305539265371966,0.0239384471080939,0.0218213770105367,0.0171270471705096
0.00895004373108477,0.00570728480643057,0.0305464534921533,0.0239328532906242,0.0218209656023238,0.0171258012960656
0.00895015435864277,0.00570736844909325,0.0305388929364385,0.0239272543330982,0.0218207665254617,0.0171248301407121
